#,"Date Time, GMT+00:00",DOY,"Wetness, % (LGR S/N: 21432090, SEN S/N: 21367120)","Wind Direction, ø (LGR S/N: 21432090, SEN S/N: 21418008)","PAR, µmol/m²/s (LGR S/N: 21432090, SEN S/N: 21420546)","Temp, °C (LGR S/N: 21432090, SEN S/N: 21420856)","RH, % (LGR S/N: 21432090, SEN S/N: 21420856)","Wind Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)","Gust Speed, m/s (LGR S/N: 21432090, SEN S/N: 21435605)",,
1416,09/01/2023 09:55,9,38.82,21.1,483.7,2.494,99.997,4.53,7.55,,
1417,09/01/2023 10:00,9,34.12,35.1,528.7,2.665,99.997,2.52,6.54,,
1418,09/01/2023 10:05,9,35.29,23.9,613.7,2.697,99.997,3.52,6.54,,
1419,09/01/2023 10:10,9,39.41,18.3,471.2,2.633,99.997,4.03,7.05,,
1420,09/01/2023 10:15,9,34.71,26.7,553.7,2.738,99.997,2.52,5.54,,
1421,09/01/2023 10:20,9,29.41,37.9,538.7,2.807,99.997,2.01,4.53,,
1422,09/01/2023 10:25,9,34.12,25.3,478.7,2.764,99.954,3.52,7.55,,
1423,09/01/2023 10:30,9,35.29,33.7,488.7,2.764,99.997,3.52,7.05,,
1424,09/01/2023 10:35,9,37.06,18.3,528.7,2.703,99.872,5.03,8.05,,
1425,09/01/2023 10:40,9,29.41,12.6,608.7,2.66,99.947,4.03,7.05,,
1426,09/01/2023 10:45,9,32.94,5.6,648.7,2.657,99.77,5.54,7.55,,
1427,09/01/2023 10:50,9,31.18,18.3,623.7,2.78,99.791,4.03,6.54,,
1428,09/01/2023 10:55,9,26.47,36.5,546.2,2.971,99.664,2.01,6.04,,
1429,09/01/2023 11:00,9,24.71,43.5,588.7,3.067,99.197,2.01,4.53,,
1430,09/01/2023 11:05,9,21.76,35.1,726.2,3.156,99.066,2.52,6.04,,
1431,09/01/2023 11:10,9,20,73,608.7,3.451,98.891,1.01,3.02,,
1432,09/01/2023 11:15,9,25.29,19.7,756.2,3.314,98.093,3.02,6.54,,
1433,09/01/2023 11:20,9,22.94,36.5,638.7,3.244,98.334,2.52,6.04,,
1434,09/01/2023 11:25,9,24.12,136.2,488.7,3.494,98.499,1.01,3.02,,
1435,09/01/2023 11:30,9,21.76,63.2,551.2,3.504,97.772,1.01,4.53,,
1436,09/01/2023 11:35,9,21.18,36.5,658.7,3.419,97.542,1.51,4.03,,
1437,09/01/2023 11:40,9,16.47,51.9,728.7,3.566,97.694,1.01,4.53,,
1438,09/01/2023 11:45,9,15.88,66,681.2,3.791,96.887,0.5,2.52,,
1439,09/01/2023 11:50,9,16.47,115.1,636.2,3.952,96.741,0.5,2.01,,
1440,09/01/2023 11:55,9,13.53,154.4,806.2,4.199,96.849,0.5,2.01,,
1441,09/01/2023 12:00,9,11.76,160,851.2,4.526,96.501,0.5,1.51,,
1442,09/01/2023 12:05,9,11.76,80,1013.7,4.526,94.74,0.5,3.02,,
1443,09/01/2023 12:10,9,8.82,92.7,1071.2,4.649,94.684,0.5,2.01,,
1444,09/01/2023 12:15,9,7.06,106.7,1213.7,5.118,93.288,0.5,2.01,,
1445,09/01/2023 12:20,9,7.65,161.5,1146.2,5.188,93.071,1.01,2.01,,
1446,09/01/2023 12:25,9,8.82,158.6,838.7,5.263,93.339,0.5,2.01,,
1447,09/01/2023 12:30,9,8.82,116.5,783.7,5.067,92.911,0,1.51,,
1448,09/01/2023 12:35,9,11.18,141.8,646.2,5.073,93.375,0.5,2.52,,
1449,09/01/2023 12:40,9,15.29,144.6,533.7,4.805,93.124,1.01,2.52,,
1450,09/01/2023 12:45,9,12.35,146,558.7,4.443,94.051,0.5,2.52,,
1451,09/01/2023 12:50,9,11.76,148.8,643.7,4.571,94.443,0.5,2.52,,
1452,09/01/2023 12:55,9,12.94,136.2,591.2,4.641,94.235,0.5,2.01,,
1453,09/01/2023 13:00,9,38.82,136.2,491.2,4.668,94.112,1.01,2.52,,
1454,09/01/2023 13:05,9,87.06,151.6,371.2,4.196,94.675,1.01,3.02,,
1455,09/01/2023 13:10,9,99.41,147.4,323.7,3.794,96.364,1.01,3.02,,
1456,09/01/2023 13:15,9,100,154.4,291.2,3.759,97.331,1.01,3.02,,
1457,09/01/2023 13:20,9,100,136.2,281.2,3.695,97.667,0.5,2.01,,
1458,09/01/2023 13:25,9,100,147.4,286.2,3.542,97.913,0.5,2.01,,
1459,09/01/2023 13:30,9,100,80,313.7,3.392,97.905,0,1.51,,
1460,09/01/2023 13:35,9,100,37.9,383.7,3.322,98.065,0,2.01,,
1461,09/01/2023 13:40,9,100,68.8,401.2,3.126,98.538,0.5,2.01,,
1462,09/01/2023 13:45,9,100,158.6,408.7,3.346,98.918,0,1.51,,
1463,09/01/2023 13:50,9,100,150.2,376.2,3.491,98.898,0,1.01,,
1464,09/01/2023 13:55,9,100,158.6,308.7,3.534,99.007,0,1.51,,
1465,09/01/2023 14:00,9,100,143.2,233.7,3.512,99.025,0.5,2.01,,
1466,09/01/2023 14:05,9,100,148.8,211.2,3.44,99.21,1.01,4.53,,
1467,09/01/2023 14:10,9,100,94.1,233.7,3.378,99.283,0.5,2.52,,
1468,09/01/2023 14:15,9,100,209.2,248.7,3.314,99.387,0.5,3.02,,
1469,09/01/2023 14:20,9,100,226,203.7,3.268,99.561,1.01,3.52,,
1470,09/01/2023 14:25,9,100,258.3,223.7,3.196,99.692,1.01,3.02,,
1471,09/01/2023 14:30,9,100,276.6,248.7,2.96,99.641,3.02,6.04,,
1472,09/01/2023 14:35,9,100,278,223.7,2.756,99.849,3.02,6.04,,
1473,09/01/2023 14:40,9,100,279.4,221.2,2.727,99.94,3.02,6.04,,
1474,09/01/2023 14:45,9,100,271,213.7,2.727,99.991,2.52,5.54,,
1475,09/01/2023 14:50,9,100,276.6,233.7,2.73,99.997,2.52,5.54,,
1476,09/01/2023 14:55,9,100,271,226.2,2.735,99.997,2.52,5.54,,
1477,09/01/2023 15:00,9,100,269.6,243.7,2.775,99.997,2.01,4.53,,
1478,09/01/2023 15:05,9,100,269.6,213.7,2.764,99.997,1.51,3.52,,
1479,09/01/2023 15:10,9,100,258.3,236.2,2.842,99.997,1.01,4.53,,
1480,09/01/2023 15:15,9,100,280.8,246.2,2.842,99.997,1.01,4.53,,
1481,09/01/2023 15:20,9,100,283.6,206.2,2.746,99.997,1.01,4.03,,
1482,09/01/2023 15:25,9,100,271,243.7,2.767,99.997,1.01,3.02,,
1483,09/01/2023 15:30,9,100,276.6,206.2,2.724,99.997,1.01,2.52,,
1484,09/01/2023 15:35,9,100,285,173.7,2.679,99.997,1.01,3.52,,
1485,09/01/2023 15:40,9,100,263.9,176.2,2.665,99.997,1.01,3.02,,
1486,09/01/2023 15:45,9,100,279.4,226.2,2.638,99.997,1.01,3.02,,
1487,09/01/2023 15:50,9,100,285,291.2,2.63,99.991,1.01,3.52,,
1488,09/01/2023 15:55,9,100,242.9,403.7,2.847,99.997,0.5,3.02,,
1489,09/01/2023 16:00,9,62.35,252.7,551.2,3.059,99.997,1.01,3.02,,
1490,09/01/2023 16:05,9,31.18,258.3,446.2,3.099,99.983,1.01,3.52,,
1491,09/01/2023 16:10,9,30,266.7,363.7,2.834,99.997,1.51,3.52,,
1492,09/01/2023 16:15,9,31.76,265.3,273.7,2.788,99.997,1.51,3.02,,
1493,09/01/2023 16:20,9,41.76,258.3,251.2,2.751,99.997,1.51,4.03,,
1494,09/01/2023 16:25,9,48.82,286.4,213.7,2.62,99.997,1.01,4.03,,
1495,09/01/2023 16:30,9,67.06,285,178.7,2.553,99.997,1.51,4.03,,
1496,09/01/2023 16:35,9,84.12,279.4,213.7,2.435,99.997,2.01,4.03,,
1497,09/01/2023 16:40,9,78.82,261.1,203.7,2.496,99.997,2.52,4.53,,
1498,09/01/2023 16:45,9,89.41,262.5,191.2,2.467,99.997,2.01,5.03,,
1499,09/01/2023 16:50,9,92.35,275.2,268.7,2.472,99.997,2.01,4.03,,
1500,09/01/2023 16:55,9,65.88,266.7,331.2,2.44,99.997,2.52,5.54,,
1501,09/01/2023 17:00,9,40,255.5,363.7,2.376,99.997,3.02,5.54,,
1502,09/01/2023 17:05,9,47.06,259.7,358.7,2.456,99.997,2.52,5.54,,
1503,09/01/2023 17:10,9,59.41,254.1,308.7,2.421,99.997,1.51,3.02,,
1504,09/01/2023 17:15,9,55.88,269.6,316.2,2.52,99.997,2.52,7.05,,
1505,09/01/2023 17:20,9,51.76,261.1,231.2,2.317,99.997,4.03,7.05,,
1506,09/01/2023 17:25,9,49.41,263.9,346.2,2.405,99.997,4.03,5.54,,
1507,09/01/2023 17:30,9,45.88,259.7,431.2,2.445,99.997,4.03,6.54,,
1508,09/01/2023 17:35,9,41.18,261.1,583.7,2.59,99.997,3.52,5.54,,
1509,09/01/2023 17:40,9,36.47,262.5,466.2,2.697,99.997,3.02,5.54,,
1510,09/01/2023 17:45,9,30.59,259.7,473.7,2.772,99.997,2.52,4.53,,
1511,09/01/2023 17:50,9,28.82,249.9,321.2,2.99,99.997,3.02,5.03,,
1512,09/01/2023 17:55,9,26.47,265.3,396.2,3.116,99.997,3.02,5.03,,
1513,09/01/2023 18:00,9,29.41,258.3,438.7,3.217,99.997,3.52,5.54,,
1514,09/01/2023 18:05,9,29.41,251.3,276.2,3.14,99.916,3.52,6.54,,
1515,09/01/2023 18:10,9,24.12,251.3,506.2,3.199,99.802,4.53,7.55,,
1516,09/01/2023 18:15,9,20.59,252.7,491.2,3.397,99.211,5.54,8.56,,
1517,09/01/2023 18:20,9,18.82,261.1,471.2,3.547,98.413,5.03,7.55,,
1518,09/01/2023 18:25,9,18.24,262.5,441.2,3.268,97.635,5.03,7.55,,
1519,09/01/2023 18:30,9,17.06,255.5,486.2,3.062,98.102,4.53,7.05,,
1520,09/01/2023 18:35,9,17.06,254.1,561.2,3.225,97.734,4.53,6.54,,
1521,09/01/2023 18:40,9,16.47,256.9,368.7,2.973,97.742,5.03,7.05,,
1522,09/01/2023 18:45,9,14.12,263.9,313.7,2.847,98.259,5.03,7.55,,
1523,09/01/2023 18:50,9,14.12,261.1,368.7,2.807,98.332,5.54,8.05,,
1524,09/01/2023 18:55,9,14.12,249.9,296.2,2.799,98.306,4.53,7.55,,
1525,09/01/2023 19:00,9,13.53,248.5,233.7,2.743,98.344,5.03,8.05,,
1526,09/01/2023 19:05,9,12.94,245.7,183.7,2.606,98.456,5.54,9.06,,
1527,09/01/2023 19:10,9,12.35,251.3,206.2,2.539,98.81,5.54,9.56,,
1528,09/01/2023 19:15,9,11.76,255.5,403.7,2.834,98.624,7.05,10.57,,
1529,09/01/2023 19:20,9,11.18,263.9,396.2,3.038,97.874,6.54,10.57,,
1530,09/01/2023 19:25,9,11.18,258.3,298.7,3.097,97.633,6.04,10.07,,
1531,09/01/2023 19:30,9,11.18,262.5,116.2,2.998,97.6,4.53,6.54,,
1532,09/01/2023 19:35,9,58.82,259.7,158.7,2.941,97.977,5.03,7.55,,
1533,09/01/2023 19:40,9,80.59,259.7,108.7,2.92,98.544,5.03,8.05,,
1534,09/01/2023 19:45,9,68.24,259.7,81.2,2.738,99.077,5.54,8.56,,
1535,09/01/2023 19:50,9,62.94,259.7,78.7,2.536,99.626,5.03,8.05,,
1536,09/01/2023 19:55,9,56.47,259.7,98.7,2.453,99.971,6.04,9.06,,
1537,09/01/2023 20:00,9,51.76,262.5,96.2,2.424,99.997,6.54,10.07,,
1538,09/01/2023 20:05,9,49.41,268.1,91.2,2.389,99.997,6.04,11.07,,
1539,09/01/2023 20:10,9,50.59,261.1,66.2,2.392,99.997,6.54,11.58,,
1540,09/01/2023 20:15,9,50.59,265.3,78.7,2.378,99.997,6.04,9.06,,
1541,09/01/2023 20:20,9,46.47,259.7,126.2,2.343,99.997,6.54,11.07,,
1542,09/01/2023 20:25,9,40,262.5,116.2,2.354,99.997,6.54,10.07,,
1543,09/01/2023 20:30,9,31.18,263.9,126.2,2.343,99.997,8.05,11.58,,
1544,09/01/2023 20:35,9,24.71,263.9,111.2,2.338,99.997,7.55,12.08,,
1545,09/01/2023 20:40,9,22.35,256.9,83.7,2.268,99.997,7.55,11.58,,
1546,09/01/2023 20:45,9,22.35,261.1,61.2,2.236,99.997,7.05,11.07,,
1547,09/01/2023 20:50,9,22.35,259.7,38.7,2.26,99.997,6.54,11.07,,
1548,09/01/2023 20:55,9,23.53,256.9,31.2,2.175,99.997,6.54,10.07,,
1549,09/01/2023 21:00,9,24.12,251.3,21.2,2.097,99.997,7.05,10.57,,
1550,09/01/2023 21:05,9,24.12,255.5,18.7,2.067,99.997,6.04,9.56,,
1551,09/01/2023 21:10,9,24.71,261.1,13.7,2.07,99.997,6.04,9.56,,
1552,09/01/2023 21:15,9,25.88,259.7,8.7,2.078,99.997,7.05,10.07,,
1553,09/01/2023 21:20,9,27.06,262.5,8.7,2.089,99.997,6.54,10.07,,
1554,09/01/2023 21:25,9,31.76,259.7,6.2,2.062,99.997,7.05,10.57,,
1555,09/01/2023 21:30,9,38.24,266.7,6.2,2.041,99.997,7.05,10.57,,
1556,09/01/2023 21:35,9,62.35,266.7,8.7,1.992,99.997,7.55,11.58,,
1557,09/01/2023 21:40,9,80,262.5,8.7,1.936,99.997,7.55,12.08,,
1558,09/01/2023 21:45,9,77.06,259.7,8.7,1.906,99.887,8.05,12.08,,
1559,09/01/2023 21:50,9,64.71,261.1,8.7,1.88,99.553,7.55,11.07,,
1560,09/01/2023 21:55,9,61.18,262.5,8.7,1.856,99.144,8.05,11.58,,
1561,09/01/2023 22:00,9,62.35,262.5,6.2,1.831,98.825,7.55,11.07,,
1562,09/01/2023 22:05,9,67.65,265.3,3.7,1.791,98.701,6.54,10.57,,
1563,09/01/2023 22:10,9,62.94,262.5,3.7,1.724,98.657,7.55,11.58,,
1564,09/01/2023 22:15,9,61.76,265.3,3.7,1.705,98.523,7.05,10.57,,
1565,09/01/2023 22:20,9,59.41,256.9,1.2,1.727,98.434,6.54,11.07,,
1566,09/01/2023 22:25,9,60.59,258.3,1.2,1.772,98.412,7.55,11.07,,
1567,09/01/2023 22:30,9,51.18,259.7,1.2,1.799,98.268,7.55,12.08,,
1568,09/01/2023 22:35,9,64.71,262.5,1.2,1.794,98.138,7.55,12.58,,
1569,09/01/2023 22:40,9,60,262.5,1.2,1.681,98.202,7.55,11.58,,
1570,09/01/2023 22:45,9,62.35,265.3,1.2,1.641,98.416,7.55,10.57,,
1571,09/01/2023 22:50,9,59.41,265.3,1.2,1.633,98.517,7.55,11.07,,
1572,09/01/2023 22:55,9,61.76,262.5,1.2,1.625,98.509,7.05,11.07,,
1573,09/01/2023 23:00,9,58.24,262.5,1.2,1.649,98.489,7.05,11.07,,
1574,09/01/2023 23:05,9,52.94,262.5,1.2,1.66,98.407,7.55,11.58,,
1575,09/01/2023 23:10,9,46.47,265.3,1.2,1.652,98.294,7.05,11.58,,
1576,09/01/2023 23:15,9,51.76,259.7,1.2,1.612,97.987,9.06,12.58,,
1577,09/01/2023 23:20,9,40,261.1,1.2,1.528,97.79,8.56,12.58,,
1578,09/01/2023 23:25,9,37.06,261.1,1.2,1.52,97.888,8.05,11.07,,
1579,09/01/2023 23:30,9,44.12,255.5,1.2,1.553,97.664,8.56,11.58,,
1580,09/01/2023 23:35,9,42.94,251.3,1.2,1.612,97.183,9.06,13.09,,
1581,09/01/2023 23:40,9,47.65,248.5,1.2,1.684,96.529,8.56,12.58,,
1582,09/01/2023 23:45,9,49.41,249.9,1.2,1.652,96.326,8.56,11.58,,
1583,09/01/2023 23:50,9,58.24,247.1,1.2,1.555,96.626,8.05,11.07,,
1584,09/01/2023 23:55,9,53.53,244.3,1.2,1.491,96.637,9.06,13.09,,
1585,10/01/2023 00:00,10,34.12,242.9,1.2,1.48,95.918,10.07,15.6,,
1586,10/01/2023 00:05,10,51.76,240.1,1.2,1.531,94.339,10.07,14.59,,
1587,10/01/2023 00:10,10,45.88,238.7,1.2,1.577,93.449,11.07,17.61,,
1588,10/01/2023 00:15,10,42.35,240.1,1.2,1.531,93.22,12.08,16.61,,
1589,10/01/2023 00:20,10,30.59,242.9,1.2,1.662,91.458,12.08,16.61,,
1590,10/01/2023 00:25,10,20,238.7,1.2,1.692,90.787,12.58,17.11,,
1591,10/01/2023 00:30,10,30.59,237.3,1.2,1.692,90.121,12.08,19.12,,
1592,10/01/2023 00:35,10,27.06,240.1,1.2,1.477,90.568,13.59,18.12,,
1593,10/01/2023 00:40,10,42.35,237.3,1.2,1.282,92.091,12.58,18.12,,
1594,10/01/2023 00:45,10,34.71,240.1,1.2,1.137,92.97,12.58,18.12,,
1595,10/01/2023 00:50,10,38.82,240.1,1.2,1.006,93.664,12.08,18.12,,
1596,10/01/2023 00:55,10,34.12,238.7,1.2,0.968,92.935,12.58,19.63,,
1597,10/01/2023 01:00,10,28.24,240.1,1.2,1.008,92.837,12.08,18.12,,
1598,10/01/2023 01:05,10,21.18,240.1,1.2,1.148,87.727,13.09,22.14,,
1599,10/01/2023 01:10,10,22.94,237.3,1.2,1.266,87.643,12.08,17.11,,
1600,10/01/2023 01:15,10,20.59,238.7,1.2,1.421,86.433,12.58,18.62,,
1601,10/01/2023 01:20,10,19.41,241.5,1.2,1.563,84.819,13.09,20.13,,
1602,10/01/2023 01:25,10,21.18,237.3,1.2,1.713,83.577,12.58,17.11,,
1603,10/01/2023 01:30,10,21.76,240.1,1.2,1.754,84.819,11.58,18.62,,
1604,10/01/2023 01:35,10,22.35,240.1,1.2,1.756,84.268,11.07,16.61,,
1605,10/01/2023 01:40,10,22.35,237.3,1.2,1.807,83.421,12.08,16.61,,
1606,10/01/2023 01:45,10,22.94,237.3,1.2,1.815,83.226,11.07,21.14,,
1607,10/01/2023 01:50,10,24.12,240.1,1.2,1.963,80.961,13.59,20.63,,
1608,10/01/2023 01:55,10,27.06,235.9,1.2,1.904,82.64,12.58,17.61,,
1609,10/01/2023 02:00,10,32.35,237.3,1.2,1.654,84.614,12.58,19.12,,
1610,10/01/2023 02:05,10,31.76,235.9,1.2,1.644,82.844,13.59,19.12,,
1611,10/01/2023 02:10,10,32.94,240.1,1.2,1.778,81.118,13.09,19.63,,
1612,10/01/2023 02:15,10,32.94,244.3,1.2,1.772,81.788,11.58,18.12,,
1613,10/01/2023 02:20,10,35.88,238.7,1.2,1.794,81.855,11.58,16.61,,
1614,10/01/2023 02:25,10,35.29,238.7,1.2,1.826,81.92,12.08,18.12,,
1615,10/01/2023 02:30,10,37.65,242.9,1.2,1.89,81.717,11.58,17.61,,
1616,10/01/2023 02:35,10,38.82,240.1,1.2,1.901,82.2,11.07,17.61,,
1617,10/01/2023 02:40,10,37.65,241.5,1.2,1.957,81.874,12.08,16.61,,
1618,10/01/2023 02:45,10,38.82,242.9,1.2,2.105,80.192,13.59,18.62,,
1619,10/01/2023 02:50,10,39.41,244.3,1.2,2.134,79.611,13.09,19.12,,
1620,10/01/2023 02:55,10,42.35,245.7,1.2,2.083,81.192,12.08,18.62,,
1621,10/01/2023 03:00,10,42.94,248.5,1.2,2.075,81.851,14.59,20.63,,
1622,10/01/2023 03:05,10,43.53,245.7,1.2,2.091,82.245,13.59,22.14,,
1623,10/01/2023 03:10,10,44.12,247.1,1.2,2.11,82.365,14.09,23.15,,
1624,10/01/2023 03:15,10,45.88,248.5,1.2,2.158,82.336,14.59,19.63,,
1625,10/01/2023 03:20,10,48.24,248.5,1.2,2.183,83.221,13.59,19.63,,
1626,10/01/2023 03:25,10,48.82,247.1,1.2,2.215,83.311,14.59,21.64,,
1627,10/01/2023 03:30,10,50.59,247.1,3.7,2.22,83.442,14.09,20.13,,
1628,10/01/2023 03:35,10,51.18,249.9,6.2,2.199,83.392,14.59,21.14,,
1629,10/01/2023 03:40,10,51.76,251.3,3.7,2.201,83.668,13.59,19.63,,
1630,10/01/2023 03:45,10,51.76,248.5,3.7,2.228,83.568,14.59,19.63,,
1631,10/01/2023 03:50,10,52.94,249.9,3.7,2.29,83.095,15.1,20.63,,
1632,10/01/2023 03:55,10,64.71,248.5,3.7,2.153,84.079,15.1,19.12,,
1633,10/01/2023 04:00,10,72.94,245.7,8.7,2.113,85.206,13.59,18.62,,
1634,10/01/2023 04:05,10,67.65,245.7,13.7,2.156,85.006,14.09,21.64,,
1635,10/01/2023 04:10,10,70.59,245.7,21.2,2.252,84.045,13.59,22.65,,
1636,10/01/2023 04:15,10,67.65,241.5,28.7,2.268,83.256,12.58,18.12,,
1637,10/01/2023 04:20,10,64.12,240.1,38.7,2.419,80.618,14.59,21.14,,
1638,10/01/2023 04:25,10,65.88,241.5,43.7,2.472,79.817,13.09,17.11,,
1639,10/01/2023 04:30,10,67.06,245.7,43.7,2.416,80.137,12.08,17.61,,
1640,10/01/2023 04:35,10,67.06,245.7,51.2,2.346,80.191,12.58,18.12,,
1641,10/01/2023 04:40,10,68.24,242.9,61.2,2.311,80.4,11.58,17.11,,
1642,10/01/2023 04:45,10,65.88,241.5,66.2,2.33,78.584,12.58,20.13,,
1643,10/01/2023 04:50,10,66.47,242.9,76.2,2.357,77.774,13.09,19.63,,
1644,10/01/2023 04:55,10,72.35,247.1,86.2,2.293,79.672,12.08,17.61,,
1645,10/01/2023 05:00,10,75.88,248.5,103.7,2.207,81.762,11.58,19.12,,
1646,10/01/2023 05:05,10,75.29,245.7,111.2,2.113,82.458,12.08,19.63,,
1647,10/01/2023 05:10,10,73.53,242.9,121.2,2.156,80.957,11.07,15.6,,
1648,10/01/2023 05:15,10,70.59,240.1,121.2,2.196,79.004,10.57,16.61,,
1649,10/01/2023 05:20,10,67.06,242.9,168.7,2.37,76.663,13.09,18.12,,
1650,10/01/2023 05:25,10,70,248.5,156.2,2.408,76.587,13.59,20.13,,
1651,10/01/2023 05:30,10,74.71,249.9,173.7,2.381,78.195,12.58,19.63,,
1652,10/01/2023 05:35,10,77.06,245.7,161.2,2.311,79.67,11.07,15.1,,
1653,10/01/2023 05:40,10,76.47,245.7,156.2,2.298,80.009,13.09,19.12,,
1654,10/01/2023 05:45,10,78.82,245.7,151.2,2.338,78.737,14.09,19.63,,
1655,10/01/2023 05:50,10,82.35,247.1,183.7,2.26,80.098,12.58,18.62,,
1656,10/01/2023 05:55,10,84.12,248.5,253.7,2.196,81.205,11.07,16.1,,
1657,10/01/2023 06:00,10,83.53,244.3,353.7,2.225,81.785,11.58,16.61,,
1658,10/01/2023 06:05,10,84.71,242.9,376.2,2.301,81.837,11.07,16.61,,
1659,10/01/2023 06:10,10,83.53,238.7,383.7,2.343,80.09,12.58,18.62,,
1660,10/01/2023 06:15,10,83.53,247.1,351.2,2.362,79.428,11.07,18.12,,
1661,10/01/2023 06:20,10,82.35,242.9,246.2,2.325,78.86,12.08,19.63,,
1662,10/01/2023 06:25,10,83.53,242.9,201.2,2.343,78.471,12.08,18.12,,
1663,10/01/2023 06:30,10,78.82,238.7,231.2,2.413,76.893,13.09,17.11,,
1664,10/01/2023 06:35,10,81.76,241.5,276.2,2.531,75.064,12.58,18.62,,
1665,10/01/2023 06:40,10,77.65,241.5,458.7,2.507,75.692,12.58,22.14,,
1666,10/01/2023 06:45,10,76.47,240.1,383.7,2.571,74.379,12.58,18.62,,
1667,10/01/2023 06:50,10,74.71,241.5,296.2,2.598,72.346,13.59,21.14,,
1668,10/01/2023 06:55,10,74.71,244.3,406.2,2.561,73.036,12.58,17.61,,
1669,10/01/2023 07:00,10,75.29,245.7,613.7,2.63,73.056,12.08,18.12,,
1670,10/01/2023 07:05,10,73.53,248.5,491.2,2.558,73.976,10.57,17.61,,
1671,10/01/2023 07:10,10,73.53,249.9,651.2,2.649,73.764,13.09,18.62,,
1672,10/01/2023 07:15,10,72.94,249.9,678.7,2.719,73.117,13.09,18.12,,
1673,10/01/2023 07:20,10,72.35,244.3,656.2,2.738,72.961,12.58,19.12,,
1674,10/01/2023 07:25,10,75.29,244.3,688.7,2.687,73.71,13.09,19.63,,
1675,10/01/2023 07:30,10,76.47,242.9,621.2,2.641,74.137,12.08,19.63,,
1676,10/01/2023 07:35,10,75.88,240.1,738.7,2.606,74.067,13.09,18.62,,
1677,10/01/2023 07:40,10,78.82,241.5,751.2,2.55,75.039,13.59,19.12,,
1678,10/01/2023 07:45,10,81.76,241.5,851.2,2.553,75.718,14.09,19.63,,
1679,10/01/2023 07:50,10,81.18,242.9,828.7,2.528,75.961,14.09,19.63,,
1680,10/01/2023 07:55,10,79.41,242.9,901.2,2.579,74.208,15.1,23.65,,
1681,10/01/2023 08:00,10,81.18,242.9,921.2,2.668,73.777,14.09,18.62,,
1682,10/01/2023 08:05,10,80,240.1,981.2,2.684,73.437,15.6,20.13,,
1683,10/01/2023 08:10,10,81.76,241.5,953.7,2.759,73.602,14.09,19.63,,
1684,10/01/2023 08:15,10,75.88,240.1,1078.7,2.826,74.04,12.58,18.62,,
1685,10/01/2023 08:20,10,74.12,238.7,853.7,2.898,70.698,13.09,19.63,,
1686,10/01/2023 08:25,10,66.47,241.5,1063.7,3.065,64.321,15.1,22.65,,
1687,10/01/2023 08:30,10,58.82,237.3,1096.2,3.207,62.82,14.09,20.63,,
1688,10/01/2023 08:35,10,61.18,238.7,1143.7,3.429,58.238,13.59,21.14,,
1689,10/01/2023 08:40,10,58.82,240.1,1186.2,3.518,56.912,14.09,20.13,,
1690,10/01/2023 08:45,10,63.53,238.7,1208.7,3.547,58.827,12.08,17.61,,
1691,10/01/2023 08:50,10,64.12,237.3,1361.2,3.416,63.407,9.56,14.59,,
1692,10/01/2023 08:55,10,68.82,226,1143.7,3.478,63.949,9.56,17.61,,
1693,10/01/2023 09:00,10,72.35,234.5,1203.7,3.389,66.369,9.56,16.1,,
1694,10/01/2023 09:05,10,77.65,234.5,891.2,3.167,68.498,11.58,18.62,,
1695,10/01/2023 09:10,10,79.41,241.5,756.2,2.984,70.408,12.08,19.12,,
1696,10/01/2023 09:15,10,85.88,238.7,761.2,2.96,71.952,11.07,17.11,,
1697,10/01/2023 09:20,10,100,235.9,528.7,2.78,74.215,11.58,17.61,,
1698,10/01/2023 09:25,10,100,238.7,596.2,1.81,80.371,12.08,17.61,,
1699,10/01/2023 09:30,10,100,237.3,1071.2,1.987,79.278,13.59,20.13,,
1700,10/01/2023 09:35,10,100,240.1,1251.2,2.15,78.468,14.59,19.63,,
1701,10/01/2023 09:40,10,100,242.9,1413.7,2.397,78.413,13.09,18.12,,
1702,10/01/2023 09:45,10,100,244.3,1423.7,2.662,75.772,12.08,18.12,,
1703,10/01/2023 09:50,10,100,247.1,1453.7,2.853,75.436,13.09,19.63,,
1704,10/01/2023 09:55,10,100,242.9,1458.7,2.923,74.99,11.58,16.61,,
1705,10/01/2023 10:00,10,100,245.7,1418.7,3.078,73.918,13.09,19.63,,
1706,10/01/2023 10:05,10,100,247.1,1251.2,3.094,74.624,12.08,17.11,,
1707,10/01/2023 10:10,10,100,245.7,898.7,2.992,75.903,11.58,16.1,,
1708,10/01/2023 10:15,10,100,244.3,846.2,2.88,76.269,10.57,15.6,,
1709,10/01/2023 10:20,10,100,247.1,1003.7,2.912,75.86,11.07,18.62,,
1710,10/01/2023 10:25,10,100,244.3,1016.2,2.915,76.469,10.57,14.59,,
1711,10/01/2023 10:30,10,100,241.5,971.2,2.998,75.636,11.07,16.1,,
1712,10/01/2023 10:35,10,100,247.1,1053.7,3.024,75.52,11.58,17.11,,
1713,10/01/2023 10:40,10,100,245.7,813.7,2.971,75.299,12.58,18.62,,
1714,10/01/2023 10:45,10,100,248.5,691.2,2.893,74.705,13.59,18.12,,
1715,10/01/2023 10:50,10,100,244.3,996.2,2.89,75.837,12.08,18.62,,
1716,10/01/2023 10:55,10,100,242.9,661.2,2.826,76.329,12.08,18.12,,
